timestamp,Track URL,Thumbnail image,Artist name,Track name,Medium image,Album name
2013-12-24 04:51:00,http://www.last.fm/music/Steve+Hill+vs+Technikal/_/Are+You+Ready%3F+SHOKK+Mix,http://userserve-ak.last.fm/serve/34s/47043183.jpg,Steve Hill vs Technikal,Are You Ready? SHOKK Mix,http://userserve-ak.last.fm/serve/64s/47043183.jpg,MASIF HARD DANCE ICONS 003: LISA LASHES
2013-12-24 04:45:00,http://www.last.fm/music/Gunz+For+Hire/_/Kings+of+the+Underground+(Original+Mix),http://userserve-ak.last.fm/serve/34s/76759956.jpg,Gunz For Hire,Kings of the Underground (Original Mix),http://userserve-ak.last.fm/serve/64s/76759956.jpg,Hardstyle Top 40 March 2012
2013-12-24 04:38:00,http://www.last.fm/music/Noisecontrollers/_/Unite+(Official+Defqon.1+Anthem+2011),http://userserve-ak.last.fm/serve/34s/76398340.jpg,Noisecontrollers,Unite (Official Defqon.1 Anthem 2011),http://userserve-ak.last.fm/serve/64s/76398340.jpg,Unite (Official Defqon 1 Anthem 2011) WEB
2013-12-24 04:32:00,http://www.last.fm/music/Dj+Tonio+&+Vitalic/_/To+l%27an-Fer+From+Chicago,,Dj Tonio & Vitalic,To l'an-Fer From Chicago,,To L'anfer form Chicago
2013-12-24 04:26:00,http://www.last.fm/music/Hardforze+ft.+MC+D/_/Summer+Of+Bass+(Tranz-Linquants+Mix),,Hardforze ft. MC D,Summer Of Bass (Tranz-Linquants Mix),,Sandra van B
2013-12-24 04:21:00,http://www.last.fm/music/Andy+Whitby+&+Klubfiller/_/Blam!,,Andy Whitby & Klubfiller,Blam!,,Blam!
2013-12-24 04:17:00,http://www.last.fm/music/BRK3/_/Phrenology+Original+Mix,http://userserve-ak.last.fm/serve/34s/47043183.jpg,BRK3,Phrenology Original Mix,http://userserve-ak.last.fm/serve/64s/47043183.jpg,MASIF HARD DANCE ICONS 003: LISA LASHES
2013-12-24 04:14:00,http://www.last.fm/music/Cally+&+Juice/_/I%27ve+Become,http://userserve-ak.last.fm/serve/34s/35783511.jpg,Cally & Juice,I've Become,http://userserve-ak.last.fm/serve/64s/35783511.jpg,Euphoria Hard Dance Awards 2010
2013-12-24 04:13:00,"http://www.last.fm/music/Lisa+Lashes/_/Sex,+Drugs+&+Rock+n+Roll+Intro+Mix",http://userserve-ak.last.fm/serve/34s/47043183.jpg,Lisa Lashes,"Sex, Drugs & Rock n Roll Intro Mix",http://userserve-ak.last.fm/serve/64s/47043183.jpg,MASIF HARD DANCE ICONS 003: LISA LASHES
2013-12-24 04:07:00,http://www.last.fm/music/Headhunterz/_/Just+say+my+name,http://userserve-ak.last.fm/serve/34s/87813953.jpg,Headhunterz,Just say my name,http://userserve-ak.last.fm/serve/64s/87813953.jpg,The Best Of Headhunterz CD
